State Code,Year,Beach ID(Def.),Beach Name(Def.),StationID(Def.),Station Name (Def.),CountyName(Def.),Identifier(Def.),StartDate(Def.),StartTime(Def.),ZoneCode(Def.),ActivityTypeCode(Def.),CharacteristicName(Def.),Result ValueText(Def.),ResultValue(Def.),ResultMeasureUnit,Result Comment(Def.),ActivityDepthValue(Def.),ActivityDepthUnitCode(Def.),ResultAnalyticalMethodIdentifier Context(Def.),ResultAnalyticalMethodIdentifier(Def.),ResultAnalyticalMethodName(Def.),Sample CollectionMethod Identifier(Def.),Sample Collection Method Name(Def.),Field Gear(Def.),Latitude,Longitude
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20220525_93178,25-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20220518_93013,18-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20220511_92839,11-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20220504_92666,4-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20220413_92351,13-Apr-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,30,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20220413_92351,13-Apr-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20220323_91991,23-Mar-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,75,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20220316_91804,16-Mar-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20220309_91645,9-Mar-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20220223_91458,23-Feb-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20220209_91305,9-Feb-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20220126_91099,26-Jan-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20220112_91131,12-Jan-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20221221_97607,21-Dec-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,41,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20221207_97419,7-Dec-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20221121_97141,21-Nov-22,9:23:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20221109_97062,9-Nov-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20221109_97062,9-Nov-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20221026_96862,26-Oct-22,9:02:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20221012_96708,12-Oct-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20221005_96536,5-Oct-22,9:01:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220928_96321,28-Sep-22,10:07:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220921_96179,21-Sep-22,9:01:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220914_96006,14-Sep-22,9:02:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220907_95788,7-Sep-22,9:13:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220831_95616,31-Aug-22,9:10:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220824_95437,24-Aug-22,8:59:00 AM,CDT,Sample-Routine,Enterococcus,,41,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220817_95263,17-Aug-22,9:01:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220810_95096,10-Aug-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220803_94945,3-Aug-22,8:57:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220727_94765,27-Jul-22,9:02:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220720_94596,20-Jul-22,9:01:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220713_94427,13-Jul-22,9:02:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220706_94221,6-Jul-22,9:03:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220704_94082,27-Apr-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220701_94058,1-Jul-22,8:07:00 AM,CDT,Sample-Routine,Enterococcus,,97,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220622_93891,22-Jun-22,9:02:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220615_93723,15-Jun-22,9:22:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220608_93535,8-Jun-22,9:04:00 AM,CDT,Sample-Routine,Enterococcus,,30,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220608_93535,8-Jun-22,9:04:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220601_93349,1-Jun-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220525_93177,25-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220518_93012,18-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220511_92838,11-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220504_92665,4-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220413_92350,13-Apr-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220323_91990,23-Mar-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,52,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220316_91803,16-Mar-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220309_91644,9-Mar-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220223_91457,23-Feb-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220209_91304,9-Feb-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220126_91098,26-Jan-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX751320,Pirates Beach,GAL022,13 Mile Road,GALVESTON,GAL022_20220112_91130,12-Jan-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.195489,-94.94852
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20221221_97601,21-Dec-22,8:42:00 AM,CDT,Sample-Routine,Enterococcus,,30,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20221207_97413,7-Dec-22,8:43:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20221121_97135,21-Nov-22,9:04:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20221109_97056,9-Nov-22,8:43:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20221026_96854,26-Oct-22,8:43:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20221012_96700,12-Oct-22,8:43:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20221005_96527,5-Oct-22,8:52:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20221005_96527,5-Oct-22,8:52:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220928_96313,28-Sep-22,10:03:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220921_96173,21-Sep-22,8:42:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220914_96000,14-Sep-22,8:43:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220907_95782,7-Sep-22,8:53:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220831_95611,31-Aug-22,9:05:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220824_95441,24-Aug-22,8:42:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220817_95257,17-Aug-22,8:42:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220810_95090,10-Aug-22,8:42:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220803_94939,3-Aug-22,8:52:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220727_94759,27-Jul-22,8:43:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220720_94590,20-Jul-22,8:43:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220713_94421,13-Jul-22,8:44:00 AM,CDT,Sample-Routine,Enterococcus,,30,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220706_94226,6-Jul-22,8:45:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220704_94081,27-Apr-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220630_94051,30-Jun-22,8:15:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220622_93885,22-Jun-22,8:44:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220615_93717,15-Jun-22,9:13:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220608_93529,8-Jun-22,8:45:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220601_93343,1-Jun-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220525_93171,25-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,31,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220518_93006,18-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220511_92832,11-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220504_92661,4-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
TX,2022,TX334226,Galveston Island State Park,GAL019,GISP #4,GALVESTON,GAL019_20220413_92345,13-Apr-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.21313,-94.95367
